Date,Open,High,Low,Close,Adj Close,Volume
2020-01-30,96.519997,97.550003,96.410004,97.470001,81.051682,3273100
2020-01-31,97.370003,98.050003,96.970001,97.629997,81.184723,3175200
2020-02-03,97.629997,97.879997,97.309998,97.669998,81.218010,2666200
2020-02-04,97.550003,98.019997,96.550003,96.599998,80.328255,2802600
2020-02-05,96.419998,97.360001,96.300003,97.139999,80.777275,2319300
2020-02-06,97.010002,97.389999,96.809998,96.930000,80.602646,1611100
2020-02-07,97.250000,97.290001,96.190002,96.269997,80.053825,2747900
2020-02-10,96.360001,96.410004,95.709999,96.230003,80.020561,2647800
2020-02-11,96.370003,97.239998,96.290001,96.989998,80.652550,2993100
2020-02-12,96.980003,98.239998,96.930000,97.919998,81.425880,4377700
2020-02-13,97.809998,100.389999,97.559998,100.110001,84.058212,5132500
2020-02-14,100.160004,101.769997,100.089996,101.279999,85.040619,6300400
2020-02-18,101.650002,102.440002,101.529999,102.019997,85.661964,6256900
2020-02-19,102.220001,102.379997,101.370003,101.419998,85.158165,2809100
2020-02-20,101.169998,101.839996,101.010002,101.430000,85.166557,2711000
2020-02-21,101.330002,102.989998,101.300003,102.430000,86.006226,3520000
2020-02-24,102.080002,103.790001,101.720001,102.300003,85.897079,5282900
2020-02-25,102.510002,102.680000,99.019997,99.269997,83.352898,4093000
2020-02-26,99.290001,100.489998,98.820000,98.940002,83.075821,3152200
2020-02-27,98.089996,99.300003,94.959999,94.989998,79.759155,4784000
2020-02-28,93.300003,93.300003,89.389999,91.699997,76.996681,7908900
2020-03-02,91.650002,96.940002,91.540001,96.669998,81.169785,6803600
2020-03-03,96.559998,98.709999,94.809998,95.610001,80.279747,5060500
2020-03-04,96.690002,101.690002,96.589996,101.650002,85.351273,4284200
2020-03-05,100.370003,101.489998,99.000000,100.129997,84.075012,4327400
2020-03-06,97.449997,99.500000,95.580002,99.050003,83.168190,5522600
2020-03-09,94.500000,96.699997,92.849998,94.580002,79.414909,5616000
2020-03-10,95.639999,96.620003,91.410004,95.050003,79.809563,6386600
2020-03-11,92.889999,93.169998,89.790001,90.940002,76.358551,6268200
2020-03-12,85.510002,86.360001,76.000000,80.480003,67.575722,7684400
2020-03-13,85.010002,85.860001,80.000000,85.769997,72.017509,6156000
2020-03-16,79.300003,84.650002,76.000000,76.580002,64.301033,7118500
2020-03-17,78.580002,86.550003,78.150002,86.000000,72.210625,6712800
2020-03-18,81.010002,82.980003,77.169998,79.279999,66.568130,6426500
2020-03-19,79.120003,79.169998,74.000000,75.050003,63.016369,6361700
2020-03-20,75.849998,76.000000,68.099998,68.400002,57.432640,8975700
2020-03-23,66.389999,67.930000,62.130001,64.150002,53.864094,7060100
2020-03-24,67.010002,71.910004,66.129997,71.500000,60.035583,6516900
2020-03-25,71.190002,78.550003,70.190002,74.709999,62.730885,6573700
2020-03-26,75.180000,81.930000,75.010002,81.190002,68.171890,6163700
2020-03-27,78.029999,83.690002,77.949997,80.190002,67.332214,5091300
2020-03-30,81.349998,83.940002,80.570000,83.459999,70.077911,5300800
2020-03-31,82.370003,83.959999,80.510002,80.879997,67.911575,5115500
2020-04-01,77.919998,79.750000,76.360001,77.570000,65.132324,4600700
2020-04-02,76.430000,79.959999,76.239998,79.389999,66.660492,3665500
2020-04-03,78.330002,79.339996,75.580002,76.019997,63.830845,2907200
2020-04-06,78.620003,81.980003,78.410004,81.250000,68.222252,3960100
2020-04-07,83.500000,83.690002,80.000000,80.110001,67.265038,3522900
2020-04-08,80.500000,86.580002,80.029999,85.500000,71.790817,6729500
2020-04-09,86.500000,93.000000,86.320000,90.309998,75.829567,6536800
2020-04-13,89.589996,90.029999,86.430000,87.360001,73.352585,3800500
2020-04-14,89.339996,90.879997,88.209999,90.419998,75.921921,3812800
2020-04-15,88.500000,89.449997,87.099998,87.540001,73.503723,3694300
2020-04-16,88.000000,88.589996,87.029999,87.589996,73.545708,2335100
2020-04-17,89.320000,90.589996,87.570000,90.099998,75.653229,4299100
2020-04-20,89.059998,89.480003,86.580002,86.650002,72.756416,3144000
2020-04-21,85.239998,86.449997,84.379997,85.440002,71.740425,3682900
2020-04-22,86.750000,88.400002,86.480003,87.150002,73.176231,3089900
2020-04-23,87.480003,88.180000,84.900002,85.120003,71.471748,3298100
2020-04-24,85.470001,86.169998,83.699997,85.690002,71.950333,3723900
2020-04-27,86.279999,87.680000,86.169998,86.750000,72.840393,2593100
2020-04-28,88.120003,89.139999,87.330002,87.629997,73.579277,3135500
2020-04-29,88.540001,88.750000,86.449997,86.629997,72.739632,2997600
2020-04-30,86.000000,86.410004,84.180000,84.660004,71.085495,3536500
2020-05-01,83.860001,83.949997,82.089996,82.639999,69.389389,3036700
2020-05-04,82.730003,82.949997,81.279999,82.629997,69.380989,2947400
2020-05-05,82.830002,83.889999,82.809998,83.139999,69.809204,2781000
2020-05-06,83.180000,83.370003,80.040001,80.070000,67.231461,3581900
2020-05-07,80.889999,81.449997,80.040001,80.309998,67.432968,3426400
2020-05-08,81.489998,82.070000,80.500000,81.779999,68.667282,2875200
2020-05-11,81.449997,82.269997,80.330002,81.660004,68.566536,3924200
2020-05-12,82.489998,83.660004,81.879997,81.879997,68.751251,3524700
2020-05-13,81.550003,82.099998,80.620003,81.889999,68.759659,3998300
2020-05-14,80.000000,82.389999,79.720001,82.300003,69.910660,3649300
2020-05-15,81.480003,81.790001,80.169998,81.190002,68.967751,5250700
2020-05-18,82.690002,85.440002,82.580002,84.919998,72.136238,6747800
2020-05-19,84.379997,84.379997,83.250000,83.290001,70.751633,3020800
2020-05-20,83.949997,84.089996,83.139999,83.309998,70.768608,2710900
2020-05-21,83.059998,83.769997,82.010002,82.339996,69.944641,3108000
2020-05-22,82.190002,83.320000,81.889999,83.230003,70.700668,2760600
2020-05-26,84.459999,84.669998,82.690002,82.809998,70.343880,3910200
2020-05-27,84.120003,84.199997,82.690002,83.720001,71.116890,3606600
2020-05-28,84.849998,86.099998,84.680000,85.830002,72.909256,3957600
2020-05-29,85.540001,86.370003,84.669998,85.629997,72.739365,4017500
2020-06-01,85.839996,87.580002,85.230003,87.440002,74.276886,2438800
2020-06-02,87.820000,88.099998,86.599998,87.669998,74.472267,3446800
2020-06-03,88.330002,89.650002,88.000000,89.230003,75.797440,2449600
2020-06-04,88.800003,89.379997,87.480003,88.440002,75.126350,3640800
2020-06-05,89.400002,91.559998,89.150002,89.489998,76.018280,3353300
2020-06-08,89.459999,92.199997,89.110001,91.910004,78.073990,2771000
2020-06-09,91.000000,91.070000,88.930000,90.320000,76.723343,3023400
2020-06-10,90.410004,90.949997,89.500000,90.190002,76.612900,2721400
2020-06-11,88.800003,89.050003,86.339996,87.080002,73.971077,4974100
2020-06-12,88.930000,88.989998,85.730003,86.739998,73.682274,3935700
2020-06-15,85.040001,87.419998,84.300003,86.959999,73.869141,4501000
2020-06-16,89.000000,89.480003,86.410004,86.949997,73.860641,3865100
2020-06-17,87.000000,87.360001,85.480003,86.209999,73.232056,4181800
2020-06-18,85.660004,86.379997,85.000000,85.769997,72.858284,3480100
2020-06-19,86.739998,86.930000,82.110001,82.110001,69.749237,8089900
2020-06-22,82.320000,83.550003,81.309998,82.529999,70.106026,3878700
2020-06-23,83.239998,83.500000,81.489998,81.849998,69.528397,3771600
2020-06-24,81.080002,81.339996,79.820000,80.470001,68.356148,3675900
2020-06-25,80.110001,80.230003,78.790001,79.449997,67.489693,3984800
2020-06-26,79.349998,79.919998,77.580002,78.930000,67.047958,5321500
2020-06-29,79.570000,80.250000,78.519997,80.250000,68.169266,2953700
2020-06-30,80.089996,80.480003,78.930000,79.889999,67.863441,4890000
2020-07-01,79.970001,82.379997,79.760002,81.930000,69.596352,2835800
2020-07-02,82.639999,82.919998,81.440002,81.839996,69.519897,2819700
2020-07-06,80.500000,81.860001,79.120003,79.809998,67.795494,5997800
2020-07-07,79.199997,81.180000,79.150002,80.820000,68.653458,4129600
2020-07-08,80.860001,81.949997,80.330002,81.440002,69.180122,3434200
2020-07-09,81.330002,81.330002,79.110001,79.739998,67.736031,3457400
2020-07-10,79.790001,81.580002,79.760002,81.320000,69.078186,2545700
2020-07-13,81.150002,81.970001,80.959999,81.419998,69.163147,2205100
2020-07-14,81.419998,82.470001,81.389999,81.690002,69.392487,4218200
2020-07-15,82.480003,82.639999,80.320000,80.430000,68.322166,4501700
2020-07-16,80.699997,81.339996,80.430000,81.070000,68.865822,2874300
2020-07-17,81.690002,82.629997,81.459999,82.400002,69.995598,4603000
2020-07-20,82.050003,82.230003,80.949997,81.099998,68.891312,3271400
2020-07-21,81.500000,82.790001,81.099998,82.330002,69.936142,3892800
2020-07-22,82.000000,84.510002,81.519997,84.150002,71.482155,3763300
2020-07-23,84.059998,84.389999,83.480003,83.989998,71.346237,2373100
2020-07-24,84.349998,84.900002,82.620003,82.790001,70.326897,2953100
2020-07-27,82.500000,82.639999,81.089996,81.290001,69.052696,4198700
2020-07-28,81.250000,84.980003,81.209999,84.599998,71.864426,4851400
2020-07-29,84.529999,85.050003,83.839996,84.970001,72.178711,2501600
2020-07-30,84.309998,84.580002,83.489998,84.570000,71.838928,2828600
2020-07-31,84.050003,84.809998,83.599998,84.739998,71.983353,3292100
2020-08-03,84.669998,84.750000,83.110001,83.809998,71.193336,2552200
2020-08-04,83.500000,84.970001,83.339996,84.690002,71.940865,3234500
2020-08-05,84.720001,84.860001,83.279999,83.510002,70.938522,2861400
2020-08-06,83.269997,84.389999,82.669998,84.209999,71.533127,3036300
2020-08-07,83.790001,86.690002,83.680000,86.610001,73.571846,4289500
2020-08-10,87.190002,87.209999,84.529999,84.760002,72.000320,4323300
2020-08-11,84.989998,85.089996,83.470001,83.669998,71.074425,4546200
2020-08-12,84.019997,84.779999,83.830002,84.320000,71.626564,3397100
2020-08-13,83.029999,83.230003,82.000000,82.739998,71.098114,3219200
2020-08-14,82.660004,82.900002,81.930000,82.150002,70.591103,2016100
2020-08-17,82.290001,83.110001,81.660004,82.599998,70.977791,3849500
2020-08-18,82.570000,82.769997,81.500000,81.660004,70.170074,2606900
2020-08-19,81.879997,82.190002,81.459999,81.660004,70.170074,2623100
2020-08-20,81.260002,81.610001,80.559998,81.040001,69.637314,2715200
2020-08-21,81.199997,81.330002,80.279999,81.000000,69.602928,3911100
2020-08-24,81.379997,81.660004,80.500000,81.470001,70.006805,2679100
2020-08-25,81.500000,81.500000,80.430000,80.849998,69.474030,2769200
2020-08-26,80.419998,80.620003,79.309998,79.550003,68.356964,3367900
2020-08-27,79.680000,80.370003,79.220001,79.550003,68.356964,2932800
2020-08-28,79.919998,79.989998,78.949997,79.709999,68.494446,3190500
2020-08-31,79.699997,81.529999,79.610001,80.339996,69.035797,3569300
2020-09-01,79.839996,80.180000,78.970001,79.209999,68.064781,3194100
2020-09-02,79.239998,81.900002,78.980003,81.470001,70.006805,3626200
2020-09-03,81.820000,82.699997,80.339996,81.139999,69.723228,3134800
2020-09-04,81.220001,81.820000,79.930000,80.970001,69.577148,2820200
2020-09-08,81.059998,81.239998,79.379997,80.730003,69.370926,3252000
2020-09-09,82.419998,83.889999,81.849998,82.589996,70.969215,4411100
2020-09-10,82.220001,82.730003,81.410004,82.000000,70.462227,3591200
2020-09-11,82.070000,83.410004,81.750000,83.029999,71.347305,3196800
2020-09-14,83.580002,84.940002,83.580002,84.379997,72.507347,3438100
2020-09-15,84.940002,85.870003,83.930000,84.449997,72.567482,2582500
2020-09-16,85.000000,85.480003,84.570000,84.839996,72.902611,2904600
2020-09-17,84.250000,84.779999,83.639999,84.599998,72.696404,3355800
2020-09-18,84.199997,84.739998,82.900002,82.949997,71.278557,5035900
2020-09-21,82.050003,82.570000,81.169998,82.570000,70.952026,3001600
2020-09-22,82.410004,84.010002,82.260002,82.690002,71.055145,2703700
2020-09-23,82.900002,83.129997,81.230003,81.279999,69.843529,2322700
2020-09-24,81.230003,82.410004,80.410004,81.669998,70.178658,2582300
2020-09-25,81.279999,82.589996,80.949997,82.470001,70.866089,3854600
2020-09-28,82.970001,84.080002,82.660004,82.870003,71.209824,2424600
2020-09-29,83.070000,83.400002,82.040001,82.410004,70.814537,2126100
2020-09-30,88.000000,89.489998,86.430000,88.559998,76.099205,18804900
2020-10-01,88.029999,90.360001,87.599998,90.050003,77.379570,6249600
2020-10-02,89.220001,92.150002,88.690002,91.580002,78.694283,5925200
2020-10-05,90.980003,92.150002,89.900002,91.739998,78.831741,3038400
2020-10-06,91.720001,92.070000,90.459999,90.769997,77.998253,2993500
2020-10-07,91.610001,92.129997,90.699997,91.300003,78.453674,2480000
2020-10-08,91.489998,93.430000,90.900002,93.150002,80.043373,3253300
2020-10-09,93.139999,93.919998,92.040001,93.300003,80.172264,3686800
2020-10-12,93.190002,93.849998,92.589996,93.110001,80.009003,3131600
2020-10-13,92.639999,93.260002,91.300003,92.919998,79.845718,2544400
2020-10-14,92.839996,93.500000,92.010002,92.669998,79.630905,2420700
2020-10-15,91.070000,92.820000,90.750000,91.959999,79.020805,2170600
2020-10-16,92.180000,93.059998,91.730003,92.370003,79.373123,2811200
2020-10-19,92.120003,92.870003,91.750000,92.070000,79.115334,2284000
2020-10-20,92.110001,92.800003,91.800003,92.059998,79.106728,2243100
2020-10-21,91.959999,92.980003,91.559998,92.510002,79.493416,2233300
2020-10-22,92.589996,93.910004,92.059998,93.889999,80.679253,4162200
2020-10-23,94.000000,94.370003,90.970001,92.779999,79.725426,4532000
2020-10-26,91.940002,93.500000,91.470001,93.180000,80.069153,2711800
2020-10-27,93.320000,93.940002,92.620003,93.059998,79.966034,2275900
2020-10-28,91.790001,93.089996,90.830002,90.980003,78.178703,3658800
2020-10-29,90.720001,93.190002,89.620003,92.239998,79.261406,3424900
2020-10-30,91.660004,93.000000,91.230003,92.110001,79.149696,3304800
2020-11-02,92.930000,94.199997,92.250000,93.820000,80.619102,2929900
2020-11-03,94.860001,96.559998,94.430000,95.519997,82.079895,3512400
2020-11-04,95.070000,96.730003,93.550003,93.550003,80.387100,2883700
2020-11-05,94.820000,96.959999,93.970001,94.220001,80.962814,2531900
2020-11-06,94.500000,95.529999,93.339996,93.440002,80.292572,2380500
2020-11-09,96.809998,98.879997,95.110001,95.400002,81.976791,4148100
2020-11-10,95.720001,97.269997,94.300003,97.139999,83.471962,3146100
2020-11-11,97.680000,98.660004,97.040001,97.309998,83.618027,2704500
2020-11-12,95.500000,95.910004,93.599998,94.250000,81.799789,3119000
2020-11-13,94.709999,95.360001,94.599998,94.980003,82.433357,1887300
2020-11-16,96.050003,96.050003,94.470001,95.010002,82.459396,2842900
2020-11-17,94.300003,95.000000,92.830002,92.919998,80.645462,3178500
2020-11-18,93.589996,93.959999,91.459999,91.529999,79.439095,2948800
2020-11-19,91.339996,91.760002,90.010002,91.699997,79.586632,3368600
2020-11-20,91.699997,92.680000,91.379997,92.580002,80.350388,4213800
2020-11-23,92.519997,93.430000,92.010002,93.330002,81.001305,3795700
2020-11-24,94.470001,96.330002,93.900002,96.260002,83.544273,4350900
2020-11-25,95.949997,96.239998,94.839996,96.150002,83.448807,1959300
2020-11-27,96.150002,96.150002,94.099998,94.599998,82.103546,1293800
2020-11-30,94.129997,94.250000,91.940002,92.660004,80.419830,5012200
2020-12-01,93.559998,94.639999,93.169998,93.260002,80.940567,2947300
2020-12-02,93.099998,93.910004,91.910004,93.870003,81.469978,2173900
2020-12-03,93.480003,93.699997,92.099998,92.349998,80.150780,2286100
2020-12-04,92.199997,92.669998,90.139999,91.150002,79.109306,3172200
2020-12-07,90.699997,92.309998,90.550003,91.870003,79.734200,2030700
2020-12-08,91.330002,92.019997,90.400002,91.510002,79.421738,2409300
2020-12-09,91.489998,91.739998,90.290001,91.389999,79.317589,2998200
2020-12-10,91.690002,92.070000,90.830002,91.760002,79.638710,3628500
2020-12-11,91.250000,91.889999,90.900002,91.540001,79.447769,3225100
2020-12-14,92.379997,94.080002,91.099998,91.129997,79.091927,3684200
2020-12-15,91.260002,92.839996,90.900002,92.110001,79.942459,4059600
2020-12-16,92.389999,92.980003,90.599998,90.610001,78.640610,4057900
2020-12-17,91.309998,91.830002,91.000000,91.519997,79.430405,4309900
2020-12-18,91.449997,91.599998,90.239998,90.320000,78.388939,7342800
2020-12-21,89.809998,90.000000,88.180000,89.099998,77.330078,4682100
2020-12-22,89.089996,89.570000,88.599998,89.529999,77.703293,2831600
2020-12-23,89.980003,90.750000,89.019997,89.040001,77.278015,1956500
2020-12-24,89.220001,89.720001,88.800003,89.669998,77.824783,733500
2020-12-28,90.160004,90.660004,89.730003,90.250000,78.328171,1473400
2020-12-29,90.529999,91.040001,89.680000,89.860001,77.989693,2044400
2020-12-30,89.919998,91.080002,89.919998,90.559998,78.597214,1838700
2020-12-31,90.610001,91.639999,90.269997,91.559998,79.465118,1638800
2021-01-04,91.779999,92.129997,89.199997,89.709999,77.859505,2683700
2021-01-05,89.790001,90.190002,89.040001,89.750000,77.894218,2547400
2021-01-06,89.949997,91.769997,89.870003,90.910004,78.900993,2823000
2021-01-07,91.150002,91.459999,89.739998,89.889999,78.015724,2989500
2021-01-08,89.949997,90.400002,89.419998,90.050003,78.154594,2752100
2021-01-11,89.639999,90.419998,88.529999,89.290001,77.494987,2193700
2021-01-12,89.139999,89.559998,87.620003,88.930000,77.182541,2860700
2021-01-13,88.980003,92.370003,88.949997,91.559998,79.465118,3592500
2021-01-14,91.559998,91.959999,90.330002,91.660004,79.551926,3097300
2021-01-15,90.910004,92.379997,90.599998,92.110001,79.942459,2914600
2021-01-19,92.589996,92.949997,90.349998,90.379997,78.440994,2486200
2021-01-20,90.300003,91.209999,89.500000,90.779999,78.788170,2331300
2021-01-21,90.500000,90.769997,89.800003,90.180000,78.267418,2254700
2021-01-22,89.820000,90.669998,89.459999,90.290001,78.362885,1917500
2021-01-25,90.010002,93.070000,89.790001,92.910004,80.636787,3469200
2021-01-26,92.790001,93.449997,91.860001,92.919998,80.645462,2261500
2021-01-27,92.349998,94.160004,91.330002,91.709999,79.595314,3002300
2021-01-28,92.160004,93.699997,91.449997,91.480003,79.395699,2001000
2021-01-29,92.010002,94.580002,91.050003,94.000000,81.582809,4967400
2021-02-01,94.050003,94.400002,92.889999,93.160004,80.853775,2570900
2021-02-02,93.089996,94.949997,92.690002,93.099998,80.801704,2240700
2021-02-03,92.739998,93.610001,92.519997,93.389999,81.053383,2577200
2021-02-04,93.669998,94.470001,93.309998,94.349998,81.886574,2375800
2021-02-05,94.470001,95.449997,94.029999,94.739998,82.225052,2465900
2021-02-08,94.610001,94.680000,93.019997,93.599998,81.235634,2087100
2021-02-09,93.610001,94.059998,92.790001,93.320000,80.992638,1932900
2021-02-10,93.769997,94.190002,92.809998,93.699997,81.322441,2356700
2021-02-11,92.699997,92.820000,90.349998,90.419998,79.292343,3633400
2021-02-12,89.919998,90.389999,89.150002,89.820000,78.766167,2742400
